Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
旅夜书怀,杜甫,"细草微风岸，危樯独夜舟。
星垂平野阔，月涌大江流。
名岂文章著，官应老病休。
飘飘何所似？天地一沙鸥。","很明显，这首诗是写诗人暮年漂泊的凄苦景况的。
诗作的前半部分描写的是“旅夜”的情景。第一、第二两句写近景，第三、第四两句写远景，诗人之所以写辽阔的平野、浩荡的大江、灿烂的星月这些乐景，是为了跟自己的孤苦无依和颠沛流离的形象形成鲜明的对比，借乐景来写哀情。
诗的后半部分是“书怀”。第五、第六两句正话反说，立意至为含蓄。但凡对诗人稍有了解的人都知道，诗人向来抱负远大，只因为长期不得志，才使得诗人因文章而著称，可是并非诗人的本意。诗中如此一反常态的叙述，不仅表达诗人内心的不满，也揭示出漂泊的根本原因是政治失意。诗作的第七、第八两句借景抒情，作者把自己比喻为广阔天地之间的一只沙鸥，尽显漂泊无依的感伤，真可谓一字一泪，感人至深。",83700
咏怀古迹五首（其三）,杜甫,"群山万壑赴荆门，生长明妃尚有村。
一去紫台连朔漠，独留青冢向黄昏。
画图省识春风面，环珮空归月夜魂。
千载琵琶作胡语，分明怨恨曲中论。","清人李子德是这样评价此诗的：“只叙明妃，始终无一语涉议论，而意无不包。后来诸家，总不能及。”这个评语无疑是贴切的，因为它点出了此诗最重要的艺术特色——自始至终，全从形象落笔，不着半句抽象的议论。尽管如此，“独留青冢向黄昏”、“环佩空归月夜魂”的昭君悲剧形象，还是给读者留下了难以磨灭的印象。
这首诗表面看来是抒写昭君的怨恨之情的，实际上寄托了诗人的家国之情。当时，诗人正背井离乡，在西南地区漂泊，处境和昭君相似。由于“书信中原阔，干戈北斗深”，他虽身处在夔州，故乡洛阳对他而言，也是可望不可即的地方。现在，他又寓居在昭君的故乡，就自然地联想起昭君当年想念故土的情形，并借助于昭君的夜月魂归来寄托自己的思乡之情。",45800
登高,杜甫,"风急天高猿啸哀，渚清沙白鸟飞回。
无边落木萧萧下，不尽长江滚滚来。
万里悲秋常作客，百年多病独登台。
艰难苦恨繁霜鬓，潦倒新停浊酒杯。","杜甫号称诗圣，其七律多为精品，明代的胡应麟很推崇此诗，将它誉为“古今七言律诗第一”。
诗前半写景，后半抒情，在写法上各有错综之妙。
首联每句三折，一折一景，着重刻画眼前具体景物，好比画家的工笔，使形、声、色、态都得到表现。颔联也是每句三折，着重渲染整个秋天的气氛，好比画家的写意，只宜传神会意，让读者用想象补充。颈联表现感情，从时间和空间两方面着笔，由异乡漂泊写到多病缠身。其中，“悲秋”二字，乃是这画面的“龙睛”。肃杀、凄凉的秋景，正是作者心境的写照。尾联对结，分别承接第五、第六两句，诗人颠沛流离，饱尝人世艰辛，白发也日渐增多，又加上病患不能饮酒，悲愁的情绪更排解无门。本来登高望远应该兴致盎然的，但是诗人却“平白无故”地满腹惆怅，将无限悲凉之意，溢于言表。",164000
登岳阳楼,杜甫,"昔闻洞庭水，今上岳阳楼。
吴楚东南坼，乾坤日夜浮。
亲朋无一字，老病有孤舟。
戎马关山北，凭轩涕泗流。","这首诗意境开阔宏伟，风格雄浑渊深，前人称它为盛唐五律第一。全诗将眼前雄伟壮阔的景色与诗人个人的身世悲凉之感及对国事边事的忧心结合起来，具有极为深广的内涵。表现上擒纵自如，卷舒随意，折转巧妙，充分表现了沉郁顿挫的杜诗本色。
首联扣住“登”字，着眼洞庭风光的特色“水”，写出了年轻有抱负时向往洞庭湖，而今年老多病时才得以一观的感叹。为下文的写景、抒情拉开了序幕。颔联极写洞庭湖水的浩瀚无际，创造了一个无限广阔、气魄宏大的境界，并暗含着对国家时局的担忧。颈联借湖上孤舟，写出了自身遭遇和处境的孤苦，寄托着诗人对不能报效国家和人民的痛苦和不平。尾联写诗人的博大襟怀。诗人凭轩老泪横流，不仅是有感于自己凄苦的身世，更重要的是纵目远眺，遥想北方边境，战乱未平，国家艰危，这才是诗人悲痛的真正原因。",99600
江南逢李龟年,杜甫,"岐王宅里寻常见，崔九堂前几度闻。
正是江南好风景，落花时节又逢君。","在杜甫的绝句中，最有情韵、最富含蕴的当属这一篇了。全诗只有二十八个字，但包含的时代内容却很丰富。诗人用四句诗，从岐王宅里、崔九堂前的“闻”歌，一直写到落花江南的重“逢”。仅用一个“闻”和一个“逢”之间，将四十年的沧桑岁月和人生巨变连接起来。在诗中，诗人尽管从未正面提及时世、身世，但是诗人已经把世事变迁的全都赋予在追忆感喟中。
“正是江南好风景，落花时节又逢君。”句中的“正是”和“又”两个虚词一转一跌，使得字里行间蕴藏无尽的感慨：梦一样的回忆，却无法令现实改变。时值盛世，风景秀丽的江南，本是使人们快意游玩的地方，但是此刻来到这里，诗人却看到了凋零的落花和已经满头白发的流落艺人。“江南好风景”有力地反衬了离乱时世和沉沦身世。“落花时节又逢君”却突然黯淡收尾，将深沉的感慨寄托于无言，这是一种痛定思痛的悲哀。就这样刚开头又草草收尾，不愿再多说一句，尽显蕴藉之意。正如清代的沈德潜评价的那样：“含意未申，有案未断。”",58300
白雪歌送武判官归京,岑参,"北风卷地白草折，胡天八月即飞雪。
忽如一夜春风来，千树万树梨花开。
散入珠帘湿罗幕，狐裘不暖锦衾薄。
将军角弓不得控，都护铁衣冷难着。
瀚海阑干百丈冰，愁云惨淡万里凝。
中军置酒饮归客，胡琴琵琶与羌笛。
纷纷暮雪下辕门，风掣红旗冻不翻。
轮台东门送君去，去时雪满天山路。
山回路转不见君，雪上空留马行处。","这是一首描写边地雪景，寄寓送别之情的诗作。但是整首诗非但没有显得伤感，却充满浪漫的理想和豪爽飘逸的情怀，把塞外风雪看成值得玩味欣赏的对象。全诗内涵丰富，意境鲜明独特，具有极强的艺术感染力。
全诗句句咏雪，勾勒出天山奇寒。开篇先写野外雪景，把边地冬景比作是南国春景，可谓妙手回春。再从帐外写到帐内，通过人的感受，写天之奇寒。然后再移境帐外，勾画壮丽的塞外雪景，安排了送别的特定环境。最后写送出军门，正是黄昏大雪纷飞之时，大雪封山，山回路转，不见踪影，隐含离情别意。全诗连用四个“雪”字，写出别前、钱别、临别、别后四个不同画面的雪景，景致多样，色彩绚丽，十分动人。",8060000
逢入京使,岑参,"故园东望路漫漫，双袖龙钟泪不干。
马上相逢无纸笔，凭君传语报平安。","这是一首不用雕琢，信口而成的作品，表达的感情非常真挚。诗人运用艺术手法把人们心头所想、口中想说的话，进行提炼和概括，让这些话语成为典型。岑参这首诗在平易之中而又显出丰富的韵味，恰如清人刘熙载的评论：诗能于易处见工，便觉亲切有味。
开篇第一句描写眼前的实景。诗人已经离开“故园”多日，正行进在去往西域的途中，回望东边的家乡长安城当然是漫漫长路，思念之情不免袭上心头，乡愁难收。第二句“双袖龙钟泪不干”，意思是说思乡泪怎么也擦不干，以至于把袖子都擦湿了，可眼泪就是止不住。这句运用了夸张的修辞手法表现思念亲人之情，也为下文写捎书回家“报平安”作了一个很高的铺垫。
第三、第四句写的是遇到入京使者时欲捎书回家报平安又苦于没有纸笔的情形，完全是马上相逢行者匆匆的口气，写得十分传神。走马相逢，没有纸笔，也顾不上写信了，就请你给我捎个平安的口信到家里吧！岑参此行是抱着“功名只向马上取”的雄心，此时，心情是复杂的。他一方面有对帝京、故园相思眷恋的柔情，另一方面也表现了诗人开阔豪迈的胸襟。",126000
枫桥夜泊,张继,"月落乌啼霜满天，江枫渔火对愁眠。
姑苏城外寒山寺，夜半钟声到客船。","诗的前幅布景密度很大，十四个字写了六种景象。“月落”写所见，“乌啼”写所闻，“霜满天”写所感，将时间和感觉过程层次分明地表现出来，充分地体现出水乡秋夜的幽寂清冷和羁旅者的孤独。
接着，诗人颇具用心地选择了“江枫”与“渔火”这一对景物：一个是静态的，一个是动态的；一个幽暗，一个光明；一个在江边，一个在江上。写到这里，诗人这才让主人公——出泊舟枫桥的旅人亮相，这个主人公正躺在船上，因为思乡情切，忧愁地无法入眠。“对愁眠”中的一个“对”字，含有伴随的意思，不过比伴随显得含蓄。一个“对”字，体现了一种舟中的旅人和舟外的景物之间的无言交融和契合。
诗篇的后幅，则很疏朗，诗人用两句诗表达一件事情：夜闻山寺钟声。诗人夜泊枫桥时，给他印象最深，让他感觉最具诗意的恐怕就数寒山寺的夜半钟声了。这“夜半钟声”使得夜晚更加静谧，揭示了夜的深永和清寥。同时，诗人卧闻疏钟时的种种难以言传的情愫也全部寄托在这钟声里。",225000
喜外弟卢纶见宿,司空曙,"静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。","这首诗是作者因表弟卢纶到家拜访有感而作。
前四句勾勒出一幅完整的生活画面：静夜里的荒村，陋室内的贫士，寒雨中的黄叶，昏灯下的白发。画面充满辛酸和悲哀。后四句直接点题，写表弟卢纶的来访，正值悲凉见到知心亲友，因而喜出望外。
就章法而言，这首诗前面是悲，后面是喜，悲喜交加，更显其悲。诗的后面四句虽然句句言“喜”，可也是隐隐透出悲凉之意。“愧君相见频”一句中的“愧”字，显露的正是诗人无尽的悲凉。诗的题目虽然出现了一个“喜”字，但读者在诗作的字里行间却能感受到“悲”的滋味。另外，这首诗还有一个显著的特点就是比兴兼用。“雨中黄叶树，灯下白头人”一句不仅仅运用了比喻，作比的形象还烘托出了气氛，使得整个句子诗意更浓。",34400
题破山寺后禅院,常建,"清晨入古寺，初日照高林。
曲径通幽处，禅房花木深。
山光悦鸟性，潭影空人心。
万籁此俱寂，但余钟磬音。","这首律诗以题咏禅院而抒发隐逸情趣，从晨游山寺起而以赞美超脱作结，朴实地写景抒情。笔调古朴，意味深远。
清晨，旭日初升，晨光照在山林上。诗人登上破山，进入兴福寺。首联写的是后禅院的远景，为下文的近景刻画打下了基础，勾勒出清晨时分禅房四周的环境。
颔联“曲径通幽处，禅房花木深”，描写通向后禅院弯曲幽深的小路和后禅院幽静迷人的景色。僧房深藏在花木丛中，香气馥郁，诗人惊叹于这里的禅林风光。这一联不仅描写了优美的景物，而且这句话有深邃的思想内涵。“曲径通幽”几乎成了一个美学概念，在中国古典园林上有广泛运用。
颈联的景物描写有声有色、有动有静、有情有态，渲染了佛门禅理涤荡人心、怡神悦志的作用。这给读者带来美的享受，不仅如此，还把读者带进幽美绝世的佛门世界。活泼小鸟在茂林修竹之间自由自在地飞翔，惹人羡慕。禅房前面是一池清澈见底的水潭，蓝天白云、茂林修竹倒映其间，给人以洁净空明、心旷神怡之感。“空人心”指出佛家的空灵纯洁世界可以涤除尘念，净化心灵；“悦鸟性”暗示人只有像鸟一样，远离凡尘，回归自然，才能快乐逍遥。
尾联两句以动衬静。寂静的寺庙中不时传来钟声，这里的钟声不仅仅是指报时的意思，还被赋予一些寓意深微的象征意义。这是来自佛门圣地的世外之音，也是回荡在人们心灵深处的天籁之音。",83000
游子吟,孟郊,"慈母手中线，游子身上衣。
临行密密缝，意恐迟迟归。
谁言寸草心，报得三春晖！","开头两句“慈母手中线，游子身上衣”，第一句中间省掉一个“缝”字，加到了第三句中。实际上，这两句只说了两样东西——线和衣，但由这两句能想到许多。
接下来两句写的是动作，写出了母子分别时的场景：母亲一边缝着衣服，一边对儿子说着……最后，还不忘嘱咐一句，要早点回来。这句话的重点集中在慈母身上，一方面为儿子“密缝”着衣服；另一方面交代儿子不要“迟归”，这时的作者一定能从那细针密线中感受到母爱。这只是对日常生活中最细微地方的描写，但读起来让人感觉既亲切感人、又朴素自然。
最后两句是作者的感受：“谁言寸草心，报得三春晖！”诗人运用反问，意味尤为深长。这两句赞扬了“春晖”般的母爱。
这里没有言语，也没有眼泪，然而从这常见的场景中，一片纯情的爱意充溢而出，触动了我们的内心深处，唤起儿女们亲切的联想和思念。
这是一首母爱的颂歌，在仕途失意的情况下，孟郊常年颠沛流离，饱尝世态炎凉。对于居无定所的他来说，亲情更是可贵，最让他思念的就是母亲了。
这首诗引起了无数读者的共鸣，因为诗中赞颂的是伟大的母爱。所以，千百年来一直被人传唱至今。",526000
逢雪宿芙蓉山主人,刘长卿,"日暮苍山远，天寒白屋贫。
柴门闻犬吠，风雪夜归人。","全诗纯用白描手法，语言朴实无华，格调清雅淡静，却具有悠远的意境与无穷的韵味。时当冬晚，暮色苍茫，视线已渐渐不清，加上天又开始下雪，所以周围景物更显模糊，刚才还清晰可辨的层峦叠嶂一下子变得遥远而朦胧起来。
一个“远”字，既拉开了诗的境界，同时更使日暮飞雪中视线不清的感受被生动地描绘出来。诗人这时在崎岖的山道上赶路，急于投宿的心情可以想见。而峰回路转，突然一座“白屋”出现在眼前，其惊喜之情便更可想而知了。这两句以“日暮”、“天寒”渲染宏观背景，以“苍山”、“白屋”具体布置远近景物，其气氛、构图、色调的完美结合，使得寒冬山村图景生动逼真地呈现出来。这两句虽写景而投宿之意已暗含其中。后两句又转出新意，夜半时分突然听到门外狗叫，原来是家中有人因风雪耽误了行程，直至深夜才匆匆赶回。这里写事而实为诗人所耳闻，既暗点投宿山村，又写出山村人家的温馨情味，使人感受到真实而浓郁的生活气息。",121000
滁州西涧,韦应物,"独怜幽草涧边生，上有黄鹂深树鸣。
春潮带雨晚来急，野渡无人舟自横。","这首七律是韦应物的代表作之一，也是一首山水诗的名篇。
诗的前两句描写了这样的景象：春天，景物一派繁荣的景象。诗人站在涧边，看着涧边幽草，深树黄鹂。“独怜”是偏爱的意思，偏爱幽草，幽草安贫守节，流露出诗人恬淡的胸怀。树上，黄莺在树丛深处鸣叫。这是清丽的色彩与动听的音乐交织成的幽雅景致。
后两句，春雨在晚潮的时候降临，让渡口的水势变急。因为下雨，再加上渡口在郊野，这里没有行人了。空荡荡的渡口停着船舶，雨滴漠然地洒向渡口，小船默默地承受着潮起的浪头。水急、舟横，这是一幅恬淡的景物画，但其中隐隐流露出一丝无奈，但作者最后用“舟自横”表达了自己的坚定。
后人对这首诗历来有不同的看法。有人认为它只不过是描写了西涧的景色，并没有别的意思，但也有人认为这首诗通篇皆有所指，如以“独怜幽草”喻作者安贫守节，以“黄鹂”喻小人邀宠得高位，以“舟自横”喻作者不得其用。",195000
寄李儋元锡,韦应物,"去年花里逢君别，今年花开已一年。
世事茫茫难自料，春愁黯黯独成眠。
身多疾病思田里，邑有流亡愧俸钱。
闻道欲来相问讯，西楼望月几回圆。","首句是回忆往事。去年花开的时候，与朋友分别。时光匆匆流过，不知不觉已经过了一年，而现在，春天到了，又是花开的季节。首联即带着淡淡的伤感，花开的时候却分别了，奠定了全诗的基调。
第二联由伤感转为忧愁。作者写到“世事茫茫”，说明自己对前途的忧虑，再加上当时时局动荡不安，使作者虽然面对着美好的春天，却一点也快乐不起来，只能在“春愁”中“独成眠”。
第三联堪称名言警句。“身多疾病思田里，邑有流亡愧俸钱。”意思是：看着这世事茫茫的局面，自己不禁想到回归田里，一隐了之；但自己还当着刺史呢，怎能一走了之，况且在自己管辖的地方还有人“流亡”。一想到还有“流亡”的人，他就觉得对不起自己的俸禄。这也表现了作者为民忧虑的精神，也是极具思想性的一句话。
尾联呼应首联。作者听说友人要来看望自己，自是喜不自胜，只盼望他们能早早到来，一起团圆。“月圆”就是这个意思，不过，它应该还有一层意思，那就是希望“流亡者”都能安居乐业，不再流亡。",11700000
塞下曲六首（其二）,卢纶,"林暗草惊风，将军夜引弓。
平明寻白羽，没在石棱中。","卢纶的《塞下曲》中描写的都是军营生活，六首一组，这是组诗中的第二首。他虽是中唐诗人，其边塞诗却依旧是盛唐的气象，雄壮豪放，字里行间充满了英雄气概，读后令人振奋。全诗虽然短小，却颇有戏剧效果，读来妙趣横生。
首句不但制造了一种紧张的氛围，还交代了具体的时间、地点。傍晚时分，在昏暗的树林里，将军在打猎。一阵大风扑面吹来，长长的杂草随着大风来回摆动。这个“惊”字用在这里极好，一方面说明有事要发生，给人一种紧张的感觉；另一方面也为下文发生的事作了铺垫。
第二句的意思是将军张弓搭箭，准备射虎。一阵风吹过，精明的将军以为有老虎出没，但将军很镇定，不慌不忙，张弓搭箭。只听“嗖”一声，箭没入丛林深处。
第三、第四两句写的是第二天早上的事。将军和士卒一起来找昨天射杀的猎物，发现了昨天射出的那支箭，它并没有射中老虎或其他野兽，竟然深深地插进了石头里，由此可见将军箭法的高超。",544000
塞下曲六首（其三）,卢纶,"月黑雁飞高，单于夜遁逃。
欲将轻骑逐，大雪满弓刀。","先看前两句“月黑雁飞高，单于夜遁逃”。漆黑的晚上，大雁飞得很高，以至于连它的声音都听不到。前一句中“月黑”和“雁飞高”都暗示敌人可能乘机逃走。果不其然，“单于夜遁逃”了。
被围困许久的敌军终于要借机逃跑，但即使有这样的夜色作掩护，我们还是发现了敌军的行动。因为极富作战经验的将军一直在密切关注着敌情，虽在黑夜，对敌军的情况仍是了如指掌。
“欲将轻骑逐，大雪满弓刀”，我军发现了敌军逃跑后，提刀上马，就准备追上去了。但是，作者并没有写有没有追上，或若是追上了怎么厮杀等，只说了这么一句“大雪满弓刀”。才刚刚骑上战马，还没发出追击的命令，但大雪飘飘洒洒地落下来，顷刻间弓和刀上面都落满了雪。试想，一排排士卒骑在马上，背着弓箭，腰插大刀，在纷纷扬扬的大雪中，等待着追击的命令。
这首诗的迷人之处，就在于没有描写是否追到了单于，以及追到以后又发生了什么。这种写法能引发读者更丰富的联想，言尽而意远，意境也因此变得更美了。",557000
春雪,韩愈,"新年都未有芳华，二月初惊见草芽。
白雪却嫌春色晚，故穿庭树作飞花。","这首小诗不拘一格、构思巧妙。
首句写立春过后，新的一年已经来到了，但是仍然看不到花开。经过了长长的冬季，春天刚到，人们就急不可耐地盼望着花开。
“二月初惊见草芽”和第一句的意思差不多，但诗人是间接说的。在初春二月的焦急等待中，诗人终于看到了草芽，内心是比较惊喜的；虽然春色来的还比较晚，花儿也没有开。“初”字隐隐写出了作者在焦急等待春天，但春天迟迟不到，使人不禁有些淡淡的埋怨之情；但一个“惊”字传神地写出诗人刚刚发现草芽时的惊喜感受。
从字面意思理解，最后两句说的是草芽的出现离花开的日子不远了；但是，此时下起了早春雪，没看到花开，却看到了飘扬的雪花。诗人实际上是这个意思：人们迟迟等不来春色，但雪花却不耐烦等下去了，率先飘飘洒洒地降落人间。诗人惊奇于雪花的飘扬之态，内心不禁欣喜起来，这雪花不也能代表春色吗？这两句构思极为精巧，写出了春雪的灵巧和美丽，极具浪漫主义色彩。",158000
早春呈水部张十八员外二首（其一）,韩愈,"天街小雨润如酥，草色遥看近却无。
最是一年春好处，绝胜烟柳满皇都。","水部员外郎是张籍，他在兄弟辈中排行十八，官职与排行合在一起，故有这样的称呼。这首诗就是韩愈写给他的。
“天街小雨润如酥，草色遥看近却无”是最有名的一句诗。细细的春雨在京城下了一夜。翌日，诗人登楼远望，看到一片淡淡的、稀疏的青色，那就是春草的芽儿，惊喜之余，不禁走到野外观看，但来到近处，连这些稀疏的青色都看不到了。这句诗通过对比一“遥”、一“近”草色的不同，传神地描绘出早春的迹象。
诗人也不禁惊叹于这朦胧的春色美，因此在最后两句写道：“最是一年春好处，绝胜烟柳满皇都。”这句话的意思就是，我感觉着早春的景色是春天里最美的，甚至比烟雾缭绕、柳树垂绿条时的皇城春色还要美。
这首诗简单易懂，风格清新自然，平淡中带着深远的意味。",286000
赋得古原草送别,白居易,"离离原上草，一岁一枯荣。
野火烧不尽，春风吹又生。
远芳侵古道，晴翠接荒城。
又送王孙去，萋妻满别情。","依唐朝科举的规矩，凡指定、限定的诗题，题目前须加“赋得”二字，这首诗是白居易考试的时候所作，当时他只有十六岁。
第一句平铺直叙，草原上的草在一年的时间里，先由黄变绿，再由绿变黄。“野火烧不尽，春风吹又生”是对“枯荣”过程的解释，秋冬的野火烧掉了枯草的叶子；但是，并没烧掉它的根。所以，等到来年的春天，春风一吹，草儿又开始长出新芽，慢慢生长，不久又是一片绿色。
古原草有着强大的生命力，只要还留一点根须，来年就能发芽生长。诗人以野草喻自己，展现了诗人有着坚强的性格。其实这两句还写出了万物循环而生的意境，烧了之后，风吹而再生，再生再烧……
在这青草抽芽、大地回春的时刻，诗人送朋友（“王孙”借指朋友）远行。在这荒凉的古道上，看着碧绿的野草，送别朋友的诗人更增愁绪。
诗人在命题作诗的情况下，不仅使全诗工整对仗，还融入了自己的感情。所以全诗读起来自然流畅，明显能感觉到诗人饱含的深情。",462000
卖炭翁,白居易,"卖炭翁，伐薪烧炭南山中。
满面尘灰烟火色，两鬓苍苍十指黑。
卖炭得钱何所营？身上衣裳口中食。
可怜身上衣正单，心忧炭贱愿天寒！
夜来城外一尺雪，晓驾炭车辗冰辙。
牛困人饥日已高，市南门外泥中歇。
翩翩两骑来是谁？黄衣使者白衫儿。
手把文书口称敕，回车叱牛牵向北。
一车炭，千余斤，宫使驱将惜不得。
半匹红绡一丈绫，系向牛头充炭直。","《卖炭翁》选自白居易《新乐府》组诗，是里面的第三十二首。
本文通过卖炭翁的遭遇，反映了“宫市”这一不平等现象，对统治者掠夺人民的罪行给予有力的鞭挞。唐朝的时候，皇官所需物品由专门的官员来采购。但是，后来宦官专权，他们买东西都是强买，或以低价，有时连钱都不给。
卖炭翁好不容易存了一车炭，刚好碰到了天冷下雪的时候，本指望卖点钱换些衣服和粮食，但不幸的是，他遇到了“黄衣使者”，使者让他把炭拉到皇宫，但皇帝的使者只给了他“半匹红绡一丈绫”。
辛辛苦苦烧了一车炭，从山里运到长安，但只换回了“半匹红绡一丈绫”。我们此刻一定能感受到诗人当时的悲凉心境。特别是其中一句“可怜身上衣正单，心忧炭贱愿天寒”与后有一句诗——“遍身罗绮者，不是养蚕人”有异曲同工之妙，养蚕的人却舍不得穿罗绮；同样，卖炭翁这么冷的天也舍不得用炭来生火。",52300
琵琶行,白居易,"浔阳江头夜送客，枫叶获花秋瑟瑟。
主人下马客在船，举酒欲饮无管弦。
醉不成欢惨将别，别时茫茫江浸月。
忽闻水上琵琶声，主人忘归客不发。
寻声暗问弹者谁，琵琶声停欲语迟。
移船相近邀相见，添酒回灯重开宴。
千呼万唤始出来，犹抱琵琶半遮面。
转轴拨弦三两声，未成曲调先有情。
弦弦掩抑声声思，似诉平生不得志。
低眉信手续弹，说尽心中无限事。
轻拢慢捻抹复挑，初为《霓裳》后《六么》。
大弦嘈嘈如急雨，小弦切切如私语。
嘈嘈切切错杂弹，大珠小珠落玉盘。
间关莺语花底滑，幽咽泉流冰下难。
冰泉冷涩弦凝绝，凝绝不通声暂歇。
别有幽愁暗恨生，此时无声胜有声。
银瓶乍破水浆进，铁骑突出刀枪鸣。
曲终收拨当心画，四弦一声如裂帛。
东船西舫悄无言，唯见江心秋月白。
沉吟放拨插弦中，整顿衣裳起敛容。
自言本是京城女，家在虾蟆陵下住。
十三学得琵琶成，名属教坊第一部。
曲罢曾教善才伏，妆成每被秋娘妒。
五陵年少争缠头，一曲红绡不知数。
钿头云篦击节碎，血色罗裙翻酒污。
今年欢笑复明年，秋月春风等闲度。
弟走从军阿姨死，暮去朝来颜色故。
门前冷落鞍马稀，老大嫁作商人妇。
商人重利轻别离，前月浮梁买茶去。
去来江口守空船，绕船月明江水寒。
夜深忽梦少年事，梦啼妆泪红阑干。
我闻琵琶已叹息，又闻此语重唧唧。
同是天涯沦落人，相逢何必曾相识！
我从去年辞帝京，谪居卧病浔阳城。
浔阳地僻无音乐，终岁不闻丝竹声。
住近湓江地低湿，黄芦苦竹绕宅生。
其间旦暮闻何物，杜鹃啼血猿哀鸣。
春江花朝秋月夜，往往取酒还独倾。
岂无山歌与村笛，呕哑嘲哳难为听。
今夜闻君琵琶语，如听仙乐耳暂明。
莫辞更坐弹一曲，为君翻作《琵琶行》。
感我此言良久立，却坐促弦弦转急。
凄凄不似向前声，满座重闻皆掩泣。
座中泣下谁最多？江州司马青衫湿。","诗人借着琵琶女的不幸身世，抒发了对自身遭际的无限感伤和对黑暗政治的强烈愤慨。这首诗叙事曲折，篇幅宏大，为白居易的传世不朽之作。这首诗可分为三部分。
从开头到“东船西舫悄无言，唯见江心秋月白”为第一部分，描写与琵琶女的偶然相遇，及其弹奏琵琶的精湛技艺。
在凄凉的秋风中，诗人在江头送客。正在喝酒的时候，听见了琵琶弹奏的声音，他们不禁被吸引过去。作品由描写朋友话别到引出琵琶声及弹奏琵琶的女子，转接得极其巧妙。接下来描写琵琶女出场，“琵琶声停欲语迟”，“迟”字显示出琵琶艺人犹疑不决，似有隐衷，复又“千呼万唤始出来，犹抱琵琶半遮面”，这后一句描写女子羞答答的样子极传神巧妙，艺人的性别也不言自明。琵琶女终于开始弹奏了，在调弦定音后，“弦弦掩抑声声思，似诉平生不得志”，弦声低沉，似乎弹者有意掩藏、压抑内心的情感。每根弦都发出低沉忧郁的声音，每一声都寄寓着无限的哀思。这就为后面描述琵琶女的不幸身世作好了铺垫。
她的演技是精湛神妙的，诗人用“低眉信手续续弹”、“轻拢慢捻抹复挑”两句描绘其娴熟精到。作品接下来用复杂而又连贯、贴切而又优美的比喻，形象地描绘了琵琶声的美妙，节奏快慢转换的变化。窃窃私语，珠落玉盘，莺语花底，泉流冰下，这一连串精妙绝伦的比喻仿佛使读者亲耳听到了琵琶的声音。
从“沉吟放拨插弦中，整顿衣裳起敛容”至“夜深忽梦少年事，梦啼妆泪红阑干”是第二部分。写琵琶女自诉其辛酸的往事和眼下的不幸遭遇。从她的诉说来看，她本是个色艺俱佳的艺人，在年轻时嫁给了富家贵公子。那个时候的她穿金戴银，天天与富家公子饮酒作乐。然而荣华易失、容颜易衰，她被富贵子弟们抛弃了。因此她不得不“老大嫁作商人妇”，把自己的后半生寄托在商人身上。男人离家经商，妇人独守空闺，又成了她们这类人必然的结局。她原想嫁人，找个好归宿，借以慰藉自己的心灵，但愿望就这样落空了。
作品的最后一部分即是由歌女的沦落，联想到诗人自己的屡遭贬官。诗人和歌女“同是天涯沦落人”，他们都身怀绝技，各有非凡的才华，却又同样遭受到不公正的待遇，受到封建制度的遗弃和扼杀。作品强烈倾诉了作者对自己不幸贬官、壮志难酬的满腔悲愤。其中“同是天涯沦落人，相逢何必曾相识”一联，融议论于叙事之中，所含的哲理意蕴，耐人寻味，千百年来，一直被广为传诵。“其间旦暮闻何物？杜鹃啼血猿哀鸣”以杜鹃啼血和哀猿悲叫两个意象的描写，因景生情，较好地描绘出诗人羁旅在外而想念家乡的心情。
最后以琵琶女的二次演奏，诗人泪湿青衫收尾。所谓“满座重闻皆掩泣”，描绘音乐效果之动人，是上承第二段中对琵琶演奏的细致描写，而“江州司马青衫湿”，以作者泣泪最多，上承“同是天涯沦落人”的描写，由歌女的不幸，痛感自己的被贬，推己及人，既为琵琶女的不幸身世而泣，也为自己而哭。",114000
大林寺桃花,白居易,"人间四月芳菲尽，山寺桃花始盛开。
长恨春归无觅处，不知转入此中来。","“人间四月芳菲尽，山寺桃花始盛开”两句，初夏的时候，一些花儿都落了，诗人这个时候来到了庐山大林寺。但是，这里有一片盛开的桃花，这是诗人万万没有想到的，现在外面的花儿都落了，怎么这里的花儿才刚开始盛开呢？诗人想了一下，继而明白了个中原因，原来山上温度比外面的低，在初夏的时候，气温还和春天的时候差不多。诗中第一句的“芳菲尽”，与第二句的“始盛开”作对比，正好反映了这一差异。
“长恨春归无觅处，不知转入此中来。”诗人看到鲜艳的桃花，不禁想到，以前经常埋怨春天的时间太短，原来是春天来到了山里。
全诗很短，平淡自然，从内容到语言，没有什么新奇的地方，但是读完再想一下，你就会发现这首小诗写得意境深邃，富于情趣。",337000
