Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
长门怨,刘皂,"雨滴长门秋夜长，愁心和雨到昭阳。
泪痕不学君恩断，拭却千行更万行。","“长门怨”是宫怨诗的标志性诗题。这首诗写失宠宫女的怨情，一唱三叹，情景交融，凄婉动人。
中国传统的诗歌在表达情感时，常常用情景交融法。在选择表现自己情感的景物时，有时是以乐景写哀，有时是以哀景写哀。本诗选择的是后者。所谓以哀景写哀，是指选择象征愁苦的意象来表达忧愁、悲伤心情，或渲染凄冷、悲凉气氛。“秋风秋雨愁煞人”，萧瑟的秋天、绵绵的秋雨，是写愁怨的典型的意象。它将",69300
芜城,李端,"昔人登此地，丘垄已前悲。今日又非昔，春风能几时？
风吹城上树，草没城边路。城里月明时，精灵自来去。",芜城，即荒芜的城市。昔日繁华之地而今成了荒草蔓生的废墟，这往往很容易触动诗人敏感的神经，或由此而生对战祸兵灾的愤慨，或由此而兴历史兴亡的感慨，或缘此而感叹人生的无常、世态的炎凉。南朝宋时鲍照就开始以此为题作赋，这就是历史上著名的《芜城赋》。清沈德潜在《唐诗别裁集》中选李端这首《芜城》时，于篇末评曰：“明远赋意，能以数言该括。”鲍照的赋是写扬州。写其全盛之时“廛闬扑地，歌吹沸天”，经战乱后，“白杨早落，塞草前衰”“直视千里外，唯见起黄埃”的衰败景象。对其繁盛,69000
题孟处士宅,张祜,高才何必贵，下位不妨贤。孟简虽持节，襄阳属浩然。,“处士”是对未仕或不仕者的称呼，“孟处士”指孟浩然，他一生没有功名，只在张九龄荆州幕下作过一度清客，后来便以布衣终老。从李太白到闻一多，都认为他的不仕主要是出于本心；但从孟浩然的诗歌和行止看，恐不尽然。“望断金马门，劳歌采樵路。乡曲无知己，朝端乏亲故”，可能是他未仕的真正原因。即使在文艺家很受尊重的唐代，学优登仕仍是知识阶层的主要出路，终身老于布衣仍是一种很大的屈辱和遗憾，昭宗时韦庄奏请追赠李贺、贾岛等人功名官爵，以慰冤魂一事，就可证明。明白这样一点，我们便不得不对诗人张祜题的这首绝句，刮目,68900
走笔谢孟谏议大夫寄新茶,卢仝,"日高丈五睡正浓，军将打门惊周公。
口云谏议送书信，白绢斜封三道印。
开缄宛见谏议面，手阅月团三百片。
闻道新年入山里，蛰虫惊动春风起。
天子须尝阳羡茶，百草不敢先开花。
仁风暗结珠琲瓃，先春抽出黄金芽。
摘鲜焙芳旋封裹，至精至好且不奢。
至尊之馀合王公，何事便到山人家？
柴门反关无俗客，纱帽笼头自煎吃。
碧云引风吹不断，白花浮光凝碗面。
一碗喉吻润，二碗破孤闷。
三碗搜枯肠，惟有文字五千卷。
四碗发轻汗，平生不平事，尽向毛孔散。
五碗肌骨清，六碗通仙灵。
七碗吃不得也，唯觉两腋习习清风生。
蓬莱山，在何处？玉川子乘此清风欲归去。
山上群仙司下土，地位清高隔风雨。
安得知百万亿苍生命，堕在颠崖受辛苦！
便为谏议问苍生，到头合得苏息否？","唐诗人皎然在《饮茶歌诮崔石使君》一诗中说：“一饮涤昏寐，情思朗爽满天地。再饮清我神，忽如飞雨洒轻尘。三饮便得道，何须苦心破烦恼。”他饮三碗也就够了，卢仝这首诗却说，他要饮到七碗才有特殊的美好感觉，可见卢仝的茶瘾要比皎然大得多，他的豪兴也要高得多，所以这首诗和皎然的相比，写得更加酣畅淋漓！正是因为如此，这首诗也叫作《七碗茶歌》。诗歌也致慨于茶农的辛苦，具有一定的讽谏作用。
全诗可以分为四个段落。开始六句是第一段，写军将到他家敲门送茶。军将是受孟谏议派遣的，他带来了一包白绢密封并加了三道泥印的新茶。诗人读过信，就像和孟谏议见了面一样亲切，于是打开包封，并且亲手点视了三百片圆圆的茶饼。这里，密封、加印可见孟谏议对诗人的郑重与情真意切；而诗人的开缄、手阅，又见出格外的珍惜与喜爱。两人的互相尊重与真挚的友谊洋溢在字里行间。
从“闻道新年入山里”到“白花浮光凝碗面”，一共十四句，是第二段。这一段写茶的采摘与焙制，以烘托孟谏议所",68400
听流人水调子,王昌龄,"孤舟微月对枫林，分付鸣筝与客心。
岭色千重万重雨，断弦收与泪痕深。","此诗大约作于赴龙标（今湖南黔阳）贬所途中，写听筝乐而引起的感慨。
首句写景，并列三个意象：孤舟、微月、枫林。我国古典诗歌中，本有借月光写客愁的传统。而江上见月，月光与水光交辉，更易牵惹客子的愁情。王昌龄似乎特别偏爱这样的情景：“忆君遥在潇湘月，愁听清猿梦里长”（《送魏二》），“行到荆门向三峡，莫将孤月对猿愁”（《泸溪别人》），等等都将客愁与江月联系在一起。而“孤舟微月”也是写的这种意境，“愁”字未明点，是见于言外的。“枫林”暗示了秋天，也与客愁有关。枫树生在江边，遇风发出一片肃杀之声（唐戴叔伦《题三闾大夫庙》“日暮秋风",68300
江南逢李龟年,杜甫,"岐王宅里寻常见，崔九堂前几度闻。
正是江南好风景，落花时节又逢君。","大历五年（770）作于长沙。李龟年是开元天宝间著名歌唱家，唐代郑处诲《明皇杂录》云：“开元中，乐工李龟年善歌，特承顾遇，于东都洛阳大起第宅。其后流落江南，每遇良辰胜景，为人歌数阕，座中闻之，莫不掩泣罢酒。”杜甫年轻时出入于洛阳社交界、文艺界（翰墨场），曾多次领略过李龟年的歌声。昨天的大名人，今日的漂泊者。猝然相遇，慨何胜言。诗人将可以写成大部头回忆录的内容，铸为一首绝句，然二十八字中有太多的沧桑。
“岐王”是玄宗的御弟李范，“崔九”即玄",68000
寄王屋山人孟大融,李白,"我昔东海上，劳山餐紫霞。亲见安期公，食枣大如瓜。
中年谒汉主，不惬还归家。朱颜谢春晖，白发见生涯。
所期就金液，飞步登云车。
随随夫子天坛上，闲与仙人扫落花。","这是一首李白的自白诗，袒露其学道求仙心迹。李白虽是道教徒，曾受符箓，但也只是一时的心灵寄托，并非全部历史与全部生活。然而，仅这一面却为李白的诗歌带来非凡的仙气，使凡人李白成为仙人李白。诗题寄孟大融，孟大融名不见经传，他隐藏在王屋山云雾深处，神龙见首不见尾。而李白此诗所寄的真正对象却是王屋山，孟大融只是个替身而已。
《河南通志》：王屋山，在怀庆府济源县西北九十里。山有三重，其状如屋。或以其山形如王者车盖，故名。或",66900
幼女词,施肩吾,幼女才六岁，未知巧与拙。向夜在堂前，学人拜新月。,"本诗为七夕作。施肩吾在诗中不止一次提到他有个小女儿，“姊妹无多兄弟少，举家钟爱年最小。有时绕树山雀飞，贪看不待画眉了”（《效古词》）。而这首《幼女词》更是含蓄兼有风趣。
一开始就着力写幼女之“幼”，“才六岁”，说“才”不说“已”，意谓还小着呢。再就智力说，尚“未知巧与拙”。这话除表明“幼”外，更有多重意味。表面是说她分不清“巧”“拙”概念；",66800
丁都护歌,李白,"云阳上征去，两岸饶商贾。吴牛喘月时，拖船一何苦！
水浊不可饮，壶浆半成土。一唱都护歌，心摧泪如雨。
万人系磐石，无由达江浒。君看石芒砀，掩泪悲千古。","李白反映劳动人民生活的诗作不如杜甫多，此诗写纤夫之苦，却是很突出的篇章。
《丁都护歌》是乐府旧题，属《清商曲辞•吴声歌曲》。据《宋书•乐志》记载，宋高祖刘裕的女婿徐逵之为鲁轨所杀，府内直督护丁某奉旨料理丧事，其后徐妻（刘裕之长女）向丁询问殓送情况，每发问辄哀叹一声“丁都护”，至为凄切。后人依声制曲，故定名如此。李白以此题写悲苦时事，可谓“未成曲调先有情”（白居易《琵琶行》）了。
“云阳”，即今江苏丹阳县，秦以后为曲阿，天宝初改丹阳，属江南道润州，是长江下游商业繁荣区，有运河直达长江。故首二",66700
晚鸦,崔护,"黯黯严城罢鼓鼙，数声相续出寒栖。
不嫌惊破寒窗梦，却恐为奴半夜啼。",诗中描写的情景应发生在长安城南，禁夜之后。示意“止其行李，以备窃盗”的暮鼓早已敲过了（“黯黯严城罢鼓鼙”），这时某一民居中的一位妇人，却被宅外高树上的鸦啼声惊醒。出人意表的是，她并未因此埋怨啼鸦，却反作歉然的语气道：“,66300
题破山寺后禅院,常建,"清晨入古寺，初日照高林。竹径通幽处，禅房花木深。
山光悦鸟性，潭影空人心。万籁此俱寂，但馀钟磬音。","“破山”在今江苏常熟，山有兴福寺，南齐时建。这首诗写清晨游寺后禅院的观感，完全遵循自然顺叙的写法。“清晨入古寺，初日照高林”，诗人到寺的这个清晨天气晴好，旭日初升，光照山林的景象，引起人对佛寺的礼赞之情。“高林”二字，直解就是山上的森林，而佛家又称僧徒聚集之所为“丛林”，因此，这两个字也有这样的含义。
“竹径通幽处，禅房花木深”，这两句承上写上山的观感。诗人穿过丛丛竹林，沿着弯弯曲曲的山道朝上走，只觉环境越来越幽深，最后通到禅院，这里有",65900
长恨歌,白居易,"汉皇重色思倾国，御宇多年求不得。
杨家有女初长成，养在深闺人未识。
天生丽质难自弃，一朝选在君王侧。
回眸一笑百媚生，六宫粉黛无颜色。
春寒赐浴华清池，温泉水滑洗凝脂。
侍儿扶起娇无力，始是新承恩泽时。
云鬓花颜金步摇，芙蓉帐暖度春宵。
春宵苦短日高起，从此君王不早朝。
承欢侍宴无闲暇，春从春游夜专夜。
后宫佳丽三千人，三千宠爱在一身。
金屋妆成娇侍夜，玉楼宴罢醉和春。
姊妹弟兄皆列土，可怜光彩生门户。
遂令天下父母心，不重生男重生女。
骊宫高处入青云，仙乐风飘处处闻。
缓歌慢舞凝丝竹，尽日君王看不足。
渔阳鼙鼓动地来，惊破霓裳羽衣曲。
九重城阙烟尘生，千乘万骑西南行。
翠华摇摇行复止，西出都门百余里。
六军不发无奈何，宛转蛾眉马前死。
花钿委地无人收，翠翘金雀玉搔头。
君王掩面救不得，回看血泪相和流。
黄埃散漫风萧索，云栈萦纡登剑阁。
峨眉山下少人行，旌旗无光日色薄。
蜀江水碧蜀山青，圣主朝朝暮暮情。
行宫见月伤心色，夜雨闻铃肠断声。
天旋地转回龙驭，到此踌躇不能去。
马嵬坡下泥土中，不见玉颜空死处。
君臣相顾尽沾衣，东望都门信马归。
归来池苑皆依旧，太液芙蓉未央柳。
芙蓉如面柳如眉，对此如何不泪垂？
春风桃李花开日，秋雨梧桐叶落时。
西宫南内多秋草，落叶满阶红不扫。
梨园弟子白发新，椒房阿监青娥老。
夕殿萤飞思悄然，孤灯挑尽未成眠。
迟迟钟鼓初长夜，耿耿星河欲曙天。
鸳鸯瓦冷霜华重，翡翠衾寒谁与共？
悠悠生死别经年，魂魄不曾来入梦。
临邛道士鸿都客，能以精诚致魂魄。
为报君王辗转思，遂教方士殷勤觅。
排空驭气奔如电，升天入地求之遍。
上穷碧落下黄泉，两处茫茫皆不见。
忽闻海上有仙山，山在虚无缥缈间。
楼阁玲珑五云起，其中绰约多仙子。
中有一人字太真，雪肤花貌参差是。
金阙西厢叩玉扃，转教小玉报双成。
闻道汉家天子使，九华帐里梦魂惊。
揽衣推枕起徘徊，珠箔银屏迤逦开。
云鬓半偏新睡觉，花冠不整下堂来。
风吹仙袂飘摇举，犹似霓裳羽衣舞。
玉容寂寞泪阑干，梨花一枝春带雨。
含情凝睇谢君王，一别音容两渺茫。
昭阳殿里恩爱绝，蓬莱宫中日月长。
回头下望人寰处，不见长安见尘雾。
唯将旧物表深情，钿合金钗寄将去。
钗留一股合一扇，钗擘黄金合分钿。
但令心似金钿坚，天上人间会相见。
临别殷勤重寄词，词中有誓两心知。
七月七日长生殿，夜半无人私语时。
在天愿作比翼鸟，在地愿为连理枝。
天长地久有时尽，此恨绵绵无绝期。","白居易作《长恨歌》时，马嵬事件已过去整整半个世纪，有了相当的时间距离。李隆基、杨玉环这一对帝妃的生离死别故事，被传说赋予特殊的美感，使得《长恨歌》不同于《哀江头》，减弱了现实的悲痛，增强了浪漫的感伤。
《长恨歌》是白居易的成名作，也是广为传诵的唐诗名篇之一。诗成不久就给诗人带来声誉，据作者自述：“闻有军使高霞寓者，欲聘倡妓，妓大夸曰：‘我诵得白学士《长恨歌》，岂同他妓哉？’由是增价。”“又昨过汉南日，适遇主人集众乐娱他宾，诸妓见仆来，指而顾曰：‘此是《秦中吟》《长恨歌》主耳。’”（《与元九书》）作者身后，唐宣宗更有“童子解吟长恨曲，胡儿能唱琵琶篇”（《吊白居易》）之延誉。诗是好诗，无可争议。然而关于此诗的主题却是古今聚讼纷纭。归纳起来，有三种意见：一说讽刺玄宗荒淫误国；二说歌咏生死不渝的爱情；三说双重主题。文学鉴赏的实践表明，越是杰作，由于结构层面较多，象征意蕴越难穷尽，故有“诗多义”之说。主题的认定，实即多义的取舍。《长恨歌》的中心内容是唐玄宗与杨贵妃生离死别的故事，这是一场生死之恋。无论从作者的创作动机，还是客观效果上看，都是一篇言情杰作。
作者友人陈鸿谈及此诗的写作缘起：“元和元年（806）冬十二月，太原白乐天自校书郎尉于周至。鸿与王质夫家于是邑。暇日相携游仙游寺，话及此事，相与感叹。质夫举酒于乐天前曰：‘夫希代之事，非遇出色之才润色之，则与时消没，不闻一世。乐天深于诗，多于情者也；试为歌之，如何？’乐天因为《长恨歌》。”（《长恨歌传》）显然，荒淫误国不能称为“希代之事”，而帝王与妃子之间的生死之恋才是“希代之事”。这样的“希代之事”经过“深于诗，多于情”的诗人的润色，主题的走向可想而知。白居易自己就把《长恨歌》编入“感伤诗”，而不编入“讽谕诗”，题词道：“一篇长恨有风情，十首秦吟近正声。”（《编集拙诗成一十五卷用题卷末》）又对元稹说：“今仆之诗，人所爱者，悉不过‘杂律诗’与《长恨歌》以下耳，时之所重，仆之所轻。”（《与元九书》）凡此，都足以表明作者的创作动机是什么。更重要的是作品的创作实际，从客观上体现了作家的主观意图。
长诗共分三大段。从篇首至“惊破霓裳羽衣曲”写安史之乱前唐玄宗与杨贵妃的情恋史。劈头就说“汉皇重色思倾国”，暗用汉武帝遇李夫人故事，“倾国”出自于李延年“北方有佳人”那首歌，后来成为绝代佳人的代称。“重色”二字不能说没有托讽，不过讽刺的分量太轻，与其说是唐玄宗的弱点，毋宁说是人性的弱点。（《礼记》谓修身当“如好好色”，作者《李夫人》诗谓“人非木石皆有情，不如不遇倾城色”，便是明证。）“杨家有女初长成，养在深闺人未识”二句与史实大有出入，不像陈鸿《长恨歌传》那样哪怕是委婉地指出杨氏本是寿王妃这一事实，这种润色或美化，其目的和效果都是明显的。接下来有六句写杨妃的承宠。《丽情集•长恨歌传》形容杨妃的美是“绿云生鬓，白雪凝肤。涯饰",65000
赠裴十四,李白,"朝见裴叔则，朗如行玉山。
黄河落天走东海，万里写入胸怀间。
身骑白鼋不敢度，金高南山买君顾。
徘徊六合无相知，飘若浮云且西去！","裴十四，是一位超尘脱俗之士，不详其名字、履历，他即将离别李白而西去，诗人因作这首诗赠别之。
李白用超忽飘逸的诗笔，描写这位裴姓友人。“裴叔则”，即晋朝的裴楷，尝任中书令，人称裴令公，仪容俊伟，“时人以为玉人，见者曰：‘见裴叔则如玉山上行，光映照人’”（《世说新语•容止》）。诗因其姓同而用之，言裴十四仪表堂堂，清朗如玉山，光彩照人。“黄河落天走东海，万里写入胸怀间。”黄河水从西部极高处流向中原，势如从天落下，一泻万里，奔流入东海。这种壮浪的诗歌意象，也曾出现在李白的《将进酒》里，“君不见黄河之水天上来，奔流",64500
代北州老翁答,张谓,"负薪老翁住北州，北望乡关生客愁。
自言老翁有三子，两人已向黄沙死。
如今小儿新长成，明年闻道又征兵。
定知此别必零落，不及相随同死生。
尽将田宅借邻伍，且复伶俜去乡土。
在生本求多子孙，及有谁知更辛苦！
近传天子尊武臣，强兵直欲静胡尘。
安边自合有长策，何必流离中国人！",天宝年间，由于统治者贪求边功，实行开边政策，进行了长时期的黩武战争。在蓟北、河陇、云南都投入了大量兵员，造成部分内郡凋敝、民不聊生的状况。张谓“二十四受辟，从戎营朔，十载亭障间，稍立功勋。以将军得罪，流滞蓟门”（元辛文房《唐才子传》），对黩武战争给人民带来的痛苦，有着真切的体会。《代北州老翁答》作于天宝十二年前（唐殷璠《河岳英灵集》已提到此诗），是最早揭示这一严重社会问题的诗作之一，可与杜甫《兵车行》并读。诗写作者路遇一位负薪的老人，因为关切而引起彼此交谈，从,64500
留卢秦卿,司空曙,知有前期在，难分此夜中。无将故人酒，不及石尤风。,"一方要告别远行，一方是执意挽留。这在生活中是常有的，在唐诗中也是常见的一种题材。不过，要在这种常见的生活中，在这种已经被人写熟了的题材中，再发掘、再创造出一点新意，倒也不是一件容易的事情。
“知有前期在，难分此夜中。”前期，即后会之期，他日重逢之期。这在一般送别、留别的诗歌中，往往是放到后面写。比如：“沅江流水到辰阳，溪口逢君驿路长。远谪唯知望雷雨，明年春水共还乡。”（王昌龄《送吴十九往沅陵》）“舞靴应任闲人看，笑脸还须待我开。不用镜前空有泪，蔷薇花谢即归来。”（杜牧《留赠》）即使是说重逢难期，一般也是放在结",64200
浪淘沙词（其一）,刘禹锡,"九曲黄河万里沙，浪淘风簸自天涯。
如今直上银河去，同到牵牛织女家。","“浪淘沙”，唐教坊曲名，后亦用作词牌名。刘禹锡有《浪淘沙》九首，这是第一首。
第一句起得很有气势：“九曲黄河万里沙”，一开始就给读者展示了一幅壮阔的黄河万里图，浪涛挟卷河沙，奔流而下，不可阻挡。据《河图》：“黄河出昆仑山，东北流千里，折西而行，至于蒲山。……河水九曲，九九千里，入于渤海。”黄河河道十分曲折，古来就有黄河九曲的说法，这首诗也使用了这个典故。第二句紧接首句的“沙”字说：“浪淘风簸自天涯”，",63900
春行寄兴,李华,"宜阳城下草萋萋，涧水东流复向西。
芳树无人花自落，春山一路鸟空啼。",这是一首“吊今战场”诗。作者为著名的散文家，以《吊古战场文》最为知名。安史之乱前不久，他以朝廷监察御史身份到朔方（今宁夏灵武一带）边陲巡按军政。那里是古代著名的战场，他目睹了遗留下来的种种惨况，通过想象，写下了著名的《吊古战场文》，描写了多年以来中原朝廷和北方匈奴作战的惨烈景象，伤悼士卒的惨重阵亡，以讽刺玄宗的穷兵黩武，表现了希望和平的良好愿望。这篇文章在当时就大受称许，后来一直流传不衰。安史之乱以后，他被贬为杭州司户参军，后又因病去官，,63900
喜见外弟又言别,李益,"十年离乱后，长大一相逢。问姓惊初见，称名忆旧容。
别来沧海事，语罢暮天钟。明日巴陵道，秋山又几重。",这首诗写乱离时代中亲友乍然相见、悲喜交加的人生况味，写出了普遍的人情，成为最为传诵的唐诗名篇之一。诗中所写，当是表弟突然来访。只因二人幼遭乱离，一别多年，所以见面的刹那微微表现惊讶，不得不问对方贵姓，首联中的“一”字与“十年”呼应着，表现出这次相逢的偶然性和戏剧性。诗中人一面称着表弟的,63400
酬乐天扬州初逢席上见赠,刘禹锡,"巴山楚水凄凉地，二十三年弃置身。
怀旧空吟闻笛赋，到乡翻似烂柯人。
沉舟侧畔千帆过，病树前头万木春。
今日听君歌一曲，暂凭杯酒长精神。",此诗作于敬宗宝历二年（826），其时刘禹锡罢和州刺史返洛阳，于扬州席上遇自苏州返洛之白居易。白居易先有《醉赠刘二十八使君》云：“为我引杯添酒饮，与君把箸击盘歌。诗称国手徒为尔，命压人头不奈何。举眼风光长寂寞，满朝官职独蹉跎。亦知合被才名折，二十三年折太多”，按白于元和十年（815）贬江州司马，后屡求外任，与刘经历有相似处，但无论就时间和贬所而言都较好于刘，故诗中对刘寄予很深同情，刘禹锡遂作此诗相答。按刘从元和初（805）被贬，至宝历二年，实二十二年，说“二十三年”，是平仄思维,62900
怀良人,葛鸦儿,"蓬鬓荆钗世所稀，布裙犹是嫁时衣。
胡麻好种无人种，正是归时底不归？","这是一位劳动妇女的怨歌。诗作者五代后蜀韦縠《才调集》、唐韦庄《又玄集》并作葛鸦儿。唐孟棨《本事诗》却说是朱滔军中一河北士子，其人奉滔命作“寄内诗”，然后代妻作答，即此诗。其说颇类小说家言，大约出于虚构。然而，可见此诗在唐时流传甚广。
诗前两句首先让读者看到一位贫妇的画像：她云",62900
嫦娥,李商隐,"云母屏风烛影深，长河渐落晓星沉。
嫦娥应悔偷灵药，碧海青天夜夜心。","这首诗的题目是“嫦娥”，而诗中别有一女主人公在。诗是托物言志之作。
“云母屏风烛影深，长河渐落晓星沉”，两句写深闺望月的情景，暗透主人公长夜不寐、孤寂清冷之况。“云母”",62700
塞下曲（其五）,李白,"塞虏乘秋下，天兵出汉家。将军分虎竹，战士卧龙沙。
边月随弓影，胡霜拂剑花。玉关殊未入，少妇莫长嗟。","这首诗以雄伟恢宏、高雅壮丽的艺术形式和富于阳刚之美的艺术风格，表现了崇高的爱国思想感情，读之使人神往。
首联两句，分述了敌我两军的态势，点明了这场战争的性质。“塞虏”，塞外的强盗，含有轻蔑、贬斥之意。当时的北方诸胡，有的还是原始部落，有的则转向世袭王权制，处于原始社会解体时期。他们“无文字，刻木为契，候月将满，辄为寇抄”（《旧唐书•北狄传》）。他们的首领对唐王朝这样繁荣的封建社会的物质文明常怀觊觎之心，故边境屡遭蹂躏，边塞战争大都起因于此。“乘秋下”，是说到了秋收季节，他们就乘隙而入，杀人越货。“天兵”，天朝的军队，含有歌颂、赞美",62700
韦讽录事宅观曹将军画马图,杜甫,"国初以来画鞍马，神妙独数江都王。
将军得名三十载，人间又见真乘黄。
曾貌先帝照夜白，龙池十日飞霹雳。
内府殷红玛瑙盘，婕妤传诏才人索。
盘赐将军拜舞归，轻纨细绮相追飞。
贵戚权门得笔迹，始觉屏障生光辉。
昔日太宗拳毛騧，近时郭家狮子花。
今之新图有二马，复令识者久叹嗟！
此皆战骑一敌万，缟素漠漠开风沙。
其余七匹亦殊绝，迥若寒空动霞雪。
霜蹄蹴踏长楸间，马官厮养森成列。
可怜九马争神骏，顾视清高气深稳。
借问苦心爱者谁？后有韦讽前支遁。
忆昔巡幸新丰宫，翠华拂天来向东。
腾骧磊落三万匹，皆与此图筋骨同。
自从献宝朝河宗，无复射蛟江水中。
君不见金粟堆前松柏里，龙媒去尽鸟呼风。","广德二年（764），杜甫在阆州录事参军韦讽宅（宅在成都）观看他收藏的曹霸所画的“九马图”，写了这首题画诗，记下他观画后的兴会。这幅“九马画”，入宋后归长安薛绍彭收藏，苏轼还为之作《九马图赞》，米芾《画史》尚有记载。今已失传。
唐朝初年，江都王李绪善画马，张彦远《历代名画记》称他“多才艺，善书画，鞍马擅名”。到开元、天宝时代，曹霸画马出神入化，更擅美名，元赵子昂说：“唐人善画马者众，而曹、韩（幹）为之最。”（元汤垕《画鉴》引）杜甫亲睹曹霸画马图，为其画艺所慑服，所以开端四句，他先引江都王作陪，衬出曹霸，说曹霸“得名三十载”，人们才又能见到神骏之马。“将军”，因曹霸官至左武卫将军，故名；“乘黄”，马名，其状如狐，背上有两角，出《山海经》，曹霸所画的马不会有此怪状，本诗特借以形容马的神奇骏健。
杜甫避开常人艺术构思的路子，不急于落到本题，不急于写“九马”，却先用八句诗，从曹霸画“照夜白”马说来，详细叙出曹霸受到玄宗恩宠和艺名大振的往事，为描写九马图张本，并伏下末段诗意。“曾貌先帝照夜白”，“貌”，描画；“先帝”，指玄宗；“照夜白”，玄宗坐",62500
竹枝词九首（其一）,刘禹锡,"白帝城头春草生，白盐山下蜀江清。
南人上来歌一曲，北人莫上动乡情。","刘禹锡做夔州刺史时，仿效当地民歌，写了九首竹枝词。前人谓此体“又与宫词不同，意取谐俗，调宜鲜脆，然俚有媚处，质带润色为佳”。（清张谦宜《斋诗谈》）意为竹枝词写的是民间风情，内容要通俗，音调要鲜脆，文字要漂亮。一句话就是要俗中见雅。刘禹锡此作，颇符合这一审美标准。
起首二句写夔门景色。“白帝城”，在今四川奉节县（古夔州）城东瞿塘峡口，原名鱼复，东汉公孙述见白气如龙出于井中，以为祥瑞，因改称白帝。“白盐山”，在城东十七里，岩壁高峻，色如白盐。《水经注》谓崖高千丈，俯临深渊。这两句本是地名，却构成整齐的一联诗句，读来丝毫不觉枯燥，其间",62500
白鸽,徐夤,"举翼凌空碧，依人到大邦。粉翎栖画阁，雪影拂琼窗。
振鹭堪为侣，鸣鸠好作双。狎鸥归未得，睹尔忆晴江。","晚唐诗人徐夤，今福建泉州莆田人，生卒年不详。他身逢末世，一生坎坷，大顺三年（892）两鬓斑白时始进士及第，后归隐家乡延寿溪。据说，朱温代唐，徐夤不肯仕，为朱温所害。现存徐夤诗260余首，多为咏物写景之作，《白鸽》诗便是其中之佼佼者。
白鸽是招人喜爱的家禽。若用当代人的时尚说法，就是可爱的小“宠物”。按照西方神话，它还是口衔橄榄枝的和平使者的象征。中国驯养白鸽的历史",62500
瑶瑟怨,温庭筠,"冰簟银床梦不成，碧天如水夜云轻。
雁声远过潇湘去，十二楼中月自明。",瑶瑟，指用美玉镶嵌、装饰的华贵的瑟，类似于李商隐笔下的“锦瑟”。相传“泰帝使素女鼓五十弦瑟，悲，帝禁不止，故破其瑟为二十五弦”（《汉书•郊祀志》）。中国古代诗歌传统中，也许因为“瑟”与“涩”同音，故“瑟”常喻相思离怨。这首绝句，由题目已是一目了然，一个“瑟”，再加一个“怨”字，显见是借瑟而写怨，自是思念、闺怨一类诗作。读之，再细细品味，则,62400
冬至,杜甫,"年年至日长为客，忽忽穷愁泥杀人。
江上形容吾独老，天涯风俗自相亲。
杖藜雪后临丹壑，鸣玉朝来散紫宸。
心折此时无一寸，路迷何处见三秦？","“冬至”，也叫至日，就是冬至节，在每年阴历的十一月内。古人把冬至看成是节气的起点，《史记•律书》：“气始于冬至，周而复始。”冬至天最短，从冬至起白天渐长，又有“冬至当日回”的说法，杜甫的《小至》（小至是冬至前一日）诗就说过“冬至阳生春又来”，所以古人非常重视这个节日。杜甫的这首《冬至》诗，作于唐代宗大历二年（767），他当时已经55岁，穷愁衰病，旅居在夔州（今重庆市奉节县）。
这首诗首联说，",62400
醉后赠张九旭,高适,"世上谩相识，此翁殊不然。兴来书自圣，醉后语尤颠。
白发老闲事，青云在目前。床头一壶酒，能更几回眠？","张旭，字伯高，排行第九，吴郡（今江苏苏州）人，官左率府长史，因称“张长史”，是盛唐时期杰出的书法家。当时著名书法家徐浩、颜真卿、怀素等人，皆师承张旭，均取得了很高的艺术成就。高适这首赠张旭之作，是天宝十一年（752）入长安与张旭相见共饮醉后所写。
首联采用欲扬先抑的手法突出张旭的与众不同。在现实中确有这种情况：天天见面的熟人，给人印象并不深；有的人却叫人一见难忘。“世上谩相识，此翁殊不然”，此诗首句将世上一切熟人尽行否定，乃过情之语，而过情语对于突出诗中人的独特形象，有明显的反衬作用。“翁”，是对张旭的尊称，尽管学术界至今对张旭的生卒年尚无确考，但可以肯定的是，张旭应当",62300
喻瀼溪乡旧游,元结,"往年在瀼滨，瀼人皆忘情。今来游瀼乡，瀼人见我惊。
我心与瀼人，岂有辱与荣。瀼人异其心，应为我冠缨。
昔贤恶如此，所以辞公卿。贫穷老乡里，自休还力耕。
况曾经逆乱，日厌闻战争。尤爱一溪水，而能存让名。
终当来其滨，饮啄全此生。",题目中，“喻”，告知。“瀼溪”，水名，在今江西省九江附近瑞昌县南。“旧游”，旧交。元结在乾元元年（758），携家来瀼溪避乱，和当地百姓相处极为融洽。上元二年（761），他以水部员外郎兼殿中侍御史为荆南节度判官领兵镇九江，这首五言古诗是重到瀼溪时作。其《与瀼溪邻里》序云：“乾元元年，元子将家自全于瀼溪。上元二年，领荆南之兵镇于九江。方在军旅，与瀼溪邻里不得如往时相见游；又知瀼溪之人，日转穷困，故作诗与之。”由此可知这首诗的写,62000
人定,白居易,"人定月胧明，香销枕簟清。翠屏遮烛影，红袖下帘声。
坐久吟方罢，眠初梦未成。谁家教鹦鹉，故故语相惊？",一个人的政治立场与生活态度不完全吻合。白居易关心民间疾苦，众所周知，但他自奉甚厚，也是事实。特别是晚年，他完全沉浸于声色犬马之中，而且踌躇满志，写下了大量的闲适诗。怎么解释？人都是复杂的，想一想司马相如“卖赋得钱先买妾”，什么都明白了。对于白氏的闲适诗，我们不可走向另一个极端，一棍子打死。其中有艺,62000
